id,uuid,copies
7,a2e9d0a0-e161-456c-a115-d538c446756f,"[{""ms_manifestation"":""ALS"",""type"":""postcard"",""preservation"":""original"",""copy"":""handwritten"",""manifestation_notes"":null,""l_number"":""28 Dch"",""repository"":""Památník národního písemnictví"",""archive"":""Literární archiv"",""collection"":""Deml Jakub"",""signature"":""LA81\/77\/0287"",""location_note"":null}]"
